Sentence,Word,Surprisal BERT
25,polaska,2.6869586732185775
25,voza,6.1007538629193645
26,sutra,4.269819297247147
26,ćemo,0.0024756454381332257
26,sve,2.5969614015337704e-05
26,raditi,0.031184408404051053
26,ponovo,0.07713254214401333
26,pa,0.005157163301524607
26,šta,0.016029709647082176
26,ispadne,0.05962434398417753
27,otišao,11.19814642129963
27,je,0.00016098474270496624
27,u,7.3952729411994815e-06
27,inostranstvo,0.013503787064181419
27,prošle,0.011424806968232034
27,godine,0.002508568857894919
27,i,0.00010835313885522153
27,još,0.004025274763703121
27,se,1.2898756476731409e-05
27,nije,0.00017250891220035812
27,vartio,15.424305560376572
28,opet,0.23699608250874873
28,je,0.0001057732076413037
28,pijaca,0.20338838061542638
28,poskupela,4.181902406248554
29,večeras,2.7051644845985487
29,najavljuju,0.23904391565920455
29,padavine,11.593992650258558
30,u,7.9248992351825525
30,ponedeljak,2.6617133895805543
30,putujem,0.0069875185570703454
30,na,8.599135105882653e-07
30,frušku,0.39201896605562364
30,goru,0.20266848886227615
31,moja,0.3675271285668979
31,karta,0.012474882588515219
31,važi,0.09801552586989877
31,još,7.223289419000249e-06
31,dva,3.1301182014901005e-05
31,dana,6.819471317209674
32,naša,6.999831122921333
32,kola,0.0027758890768411386
32,su,0.0009535288837110501
32,stara,0.008366575624972509
32,10,5.744334897516407e-05
32,godina,4.635532270533911
33,sutra,0.5871248674607666
33,se,1.3586693394834944e-05
33,završava,0.05807536540993413
33,školska,0.07354858700928468
33,godina,6.940174493485005
34,preko,0.9220593668731732
34,leta,0.0005017606371143634
34,ću,0.0128594438813266
34,biti,6.69028024198354e-05
34,u,0.00011454499259225444
34,beogradu,0.40069516125110527
35,nismo,7.658261560473861
35,u,8.599135105882653e-07
35,kontaktu,0.004991353958851735
35,više,0.001763813944929593
35,od,1.4618599387059818e-05
35,godinu,0.00017457295227793818
35,dana,16.761293951202322
36,u,0.6768711405336866
36,braku,0.0010487013087716029
36,smo,0.014670593125753664
36,već,2.528167119251936e-05
36,devet,0.00035699415723449123
36,godina,18.32754260891167
37,za,4.006193212719903
37,osam,3.112919564285746e-05
37,minuta,0.00020880204743614858
37,počinje,0.00016752082753750214
37,predstava,0.8177892337494556
38,večeras,0.7469291316245018
38,mora,0.00018110909867186264
38,da,3.611640188802008e-06
38,donese,1.2657041542242413
38,odluku,0.0032234440332132054
38,o,5.159480448471312e-07
38,njegovoj,0.022246965716757633
38,smeni,0.5288707615749858
39,o,4.650298570856956
39,toj,0.0008144817274065341
39,aferi,1.1192681955631343
39,novine,3.2062212596572985
39,su,7.825422842531058e-05
39,pisale,7.650203333935151
39,danima,7.020474057555737
40,dugo,2.7033500829301076
40,vremena,9.700147602369178e-05
40,nismo,0.06707609712599516
40,ovde,0.5928453447271312
40,bili,0.12651120349025852
41,gotovo,6.1565100903546615
41,je,0.0021900546846984966
41,sve,0.002446979373390672
41,možete,0.06704901009574146
41,početi,0.9525477097097537
41,sa,0.05327564621672282
41,pričom,16.59488684984879
42,kada,6.120628864770563
42,završi,0.3916982673958322
42,sa,1.5478446880940214e-06
42,sastankom,0.05885271569861981
42,javiće,2.78377919865421
42,nam,0.1612578060645223
42,rezultate,12.425585481055043
43,malo,9.734023908337509
43,pre,0.00728912147792873
43,sam,0.0005954408066395953
43,se,2.0122110477710728e-05
43,čuo,0.006351588255477321
43,sa,5.159480448471312e-07
43,njim,0.0001133410189510066
43,i,1.4790583790855476e-05
43,on,7.911223630810036e-06
43,mi,0.0005339329388087168
43,je,6.019405337665126e-06
43,sve,6.965465506806164e-05
43,ispričao,2.2711388555694856
44,kada,1.737177951040594
44,se,6.432294532926445e-05
44,vratim,0.3218950818870649
44,sa,2.1841961999056935e-05
44,posla,0.10931755866965602
44,svratiću,0.1486135074836472
44,do,2.1326006327376515e-05
44,tebe,0.06602686362190932
45,upravo,1.873389256131236
45,su,0.00031691283935070356
45,mi,0.0014297120349935832
45,javili,1.2809776290169548
45,da,0.0003509732873379084
45,treba,9.201365241876322e-05
45,da,1.7198266111377426e-07
45,dođem,0.0013699382644673894
45,sutra,11.700423175654704
46,prelazio,0.6702378123384183
46,je,1.7198275337253821e-06
46,ulicu,0.08649169800380267
46,naspram,0.01302897082605962
46,one,0.7307545869075392
46,tek,0.025808366172647784
46,renovirane,14.93446593168006
46,buregdzinice,29.60207580930008
47,dok,10.364271253320588
47,se,1.2382804003427885e-05
47,saginjao,0.005514250147259
47,umalo,0.9362684968064846
47,ga,2.2529903181666555e-05
47,ne,1.7542337039908934e-05
47,zgazi,0.0032416759387342425
47,ljubin,0.021285340582210724
47,ford,17.913910922089187
48,vratiću,2.7572067070234714
48,se,0.0029991389824339737
48,brzo,2.2028557175294177
49,ne,3.313067276700203
49,idem,0.004479450345673964
49,danas,0.029305585813156343
49,u,3.869661540850539e-05
49,školu,0.18072047363758376
50,prespavaću,3.3492433088234606
50,ceo,0.0027094636048692966
50,dan,6.3133415379384275
51,napisaću,1.5091664023368094
51,mu,0.00038038977592043437
51,pismo,0.20735892067696657
52,krećemo,5.285111233919598
52,za,0.0003208693147570964
52,pet,0.0007704299783107987
52,minuta,2.991997182977818
53,doćiće,6.604461900110864
53,nam,9.184165880892075e-05
53,mirko,0.0031933831870918734
53,na,2.0637932864940443e-06
53,ručak,0.9498664504423958
54,još,2.8149608112551485
54,malo,0.0013971754527030773
54,pa,0.01517713543550404
54,će,0.0005526861087442237
54,izbori,0.03180798863462854
55,sutra,0.9104287764883187
55,će,0.00012641278653512992
55,biti,0.00027236023488624595
55,27,0.1644057924563992
55,u,7.3952729411994815e-06
55,hladu,0.1043707632298722
56,doveče,0.25061454448364123
56,je,0.00834106086959683
56,žurka,0.3207577520698057
56,kod,0.0004482564192911665
56,komšija,0.5656580905950189
57,za,2.011626486420422
57,dva,0.0006217652548865553
57,dana,0.0013759151723076281
57,počinje,0.0032641369111939093
57,škola,2.6320089061657423
58,od,0.661290952169309
58,sutra,0.0036445263290057137
58,smo,0.00016029673549777674
58,sami,0.000547352613590038
58,u,1.2038790583372158e-06
58,kući,0.6371015077511517
59,petar,1.0310711743552026
59,će,0.00011024509134431004
59,doći,0.00824231723580673
59,u,1.1178915616632623e-05
59,ponedeljak,3.255892267370446
60,moj,0.8502184649973127
60,sin,0.0014899669028672015
60,ide,0.002893928914271034
60,prvi,0.0002895618496152052
60,put,5.9163244988142595e-05
60,sam,0.0008971684273927136
60,na,1.1866851714644895e-05
60,more,0.8327187672295376
61,demonstracije,7.648898902094045
61,su,0.0002661677037917532
61,opet,0.0008951033532514649
61,počele,0.1329504614122612
62,pojavio,8.875088578541733
62,se,0.008651939175281221
62,u,5.159480448471312e-07
62,poslednjem,0.17858017351718883
62,trenutku,7.011437388477291
63,sanjao,10.048656793674757
63,sam,0.005013309596655624
63,te,0.009493480417366336
63,pre,0.004291151239759122
63,neku,0.2756896093598037
63,noć,8.764226482955312
64,premijer,2.040385714861993
64,je,4.643539046265216e-06
64,obećao,0.03212264405268896
64,viši,0.3389115059709747
64,standard,13.900685902979998
65,sutra,0.6372254286275757
65,je,6.673081180360404e-05
65,doček,1.5744064044747839
65,nove,0.00046219141032504074
65,godine,5.789516370726522
66,nadam,12.655825483904557
66,se,0.2434274917127876
